"Player"	"TEAM"	"AGE"	"FGM"	"FGA"	"FG."	"FGM.1"	"FGA.1"	"FG..1"	"FGM.2"	"FGA.2"	"FG..2"	"FGM.3"	"FGA.3"	"FG..3"	"FGM.4"	"FGA.4"	"FG..4"	"FGM.5"	"FGA.5"	"FG..5"	"YEAR"
"266"	"Juancho Hernangomez"	"MIN"	24	1.1	2.1	52.5	0	0.2	10	0	0.1	50	0	0.1	0	0.3	0.9	32.6	0.6	1.8	35.3	"2019-20"
"267"	"Julius Randle"	"NYK"	25	4	6.9	58.3	1.1	2.4	44.7	0.6	1.3	44.7	0.5	1.2	36.7	0.5	1.5	35.4	0.5	2.3	23.3	"2019-20"
"268"	"Justin Anderson"	"BKN"	26	0.3	1	33.3	0	0	0	0	0	0	0	0	0	0	0.3	0	0	1	0	"2019-20"
"269"	"Justin Holiday"	"IND"	30	0.8	1.4	54.3	0	0.1	16.7	0.1	0.2	37.5	0.2	0.4	40	1	2.3	42.3	0.9	2.1	43.2	"2019-20"
"270"	"Justin Jackson"	"DAL"	24	0.8	1.4	58.8	0.3	0.7	43.9	0.2	0.6	36.4	0	0.1	40	0.2	0.9	21.6	0.6	1.7	33.3	"2019-20"
"271"	"Justin James"	"SAC"	23	0.5	0.9	54.2	0.2	0.3	50	0.2	0.3	55.6	0.1	0.4	25	0.2	0.6	35.3	0.1	0.4	20	"2019-20"
"272"	"Justin Patton"	"OKC"	22	0.2	0.6	33.3	0.7	0.7	100	0	0	0	0	0.3	0	0	0.5	0	0.2	0.4	50	"2019-20"
"273"	"Justin Robinson"	"WAS"	22	0	0	0	0.1	0.1	100	0	0	0	0.1	0.9	16.7	0.2	0.2	100	0.3	0.5	50	"2019-20"
"274"	"Justin Wright-Foreman"	"UTA"	22	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	0	0	0	"2019-20"
"275"	"Justise Winslow"	"MEM"	23	2.4	4.7	50	1	2.6	37.9	0.3	0.8	33.3	0.4	0.9	40	0.1	1	9.1	0.5	1.6	27.8	"2019-20"
"276"	"Juwan Morgan"	"UTA"	22	0.5	0.8	63.6	0.1	0.1	100	0	0	0	0	0	0	0	0.3	0	0.1	0.1	50	"2019-20"
"277"	"KZ Okpala"	"MIA"	20	0.6	0.6	100	0	0.3	0	0	0	0	0	0	0	0	0.3	0	0	0	0	"2019-20"
"278"	"Kadeem Allen"	"NYK"	27	0.4	0.9	44.4	0.4	0.8	50	0.7	1.1	60	0	0.1	0	0.3	1	33.3	0.3	0.9	37.5	"2019-20"
"279"	"Karl-Anthony Towns"	"MIN"	24	4.7	6.8	69.5	0.7	1.6	40.4	0.1	0.5	23.5	0.1	0.5	29.4	1	2.8	36.7	2.3	5.5	42.9	"2019-20"
"280"	"Kawhi Leonard"	"LAC"	28	2.6	4.3	61.6	1.3	2.6	48.1	1.8	3.7	49.2	1.3	2.9	43.9	0.7	1.8	37.6	1.6	4.5	36.2	"2019-20"
"281"	"Keita Bates-Diop"	"DEN"	24	1.4	2.1	63.9	0.1	0.5	15	0	0.2	14.3	0	0.1	0	0.5	1.3	36	0.4	1.2	31.1	"2019-20"
"282"	"Kelan Martin"	"MIN"	24	0.8	1.3	63.4	0.3	0.7	47.6	0.3	0.5	66.7	0	0.3	0	0.5	1.5	31.1	0.3	1.7	20	"2019-20"
"283"	"Keldon Johnson"	"SAS"	20	1.3	1.9	66.7	0.3	0.8	42.9	0	0.3	0	0.1	0.1	100	0.3	0.6	50	0	0.1	0	"2019-20"
"284"	"Kelly Olynyk"	"MIA"	28	0.9	1.4	65	0.1	0.4	28.6	0.1	0.3	46.7	0.1	0.2	30	0.5	1.1	44.6	0.9	2	42.9	"2019-20"
"285"	"Kelly Oubre Jr."	"PHX"	24	3.3	5.8	56	0.6	1.6	37.5	0.5	1.1	43.5	0.2	0.4	45.8	1	2.7	35.5	1.2	3.1	37.8	"2019-20"
"286"	"Kemba Walker"	"BOS"	29	2.3	4.4	52.8	0.3	0.9	28.9	0.4	0.9	43.5	0.6	1.3	41.8	0.7	1.6	42.3	2.8	7.4	37.8	"2019-20"
"287"	"Kendrick Nunn"	"MIA"	24	2	3.4	59.2	0.5	1.2	38.2	0.5	1.2	45.8	0.9	1.8	49.1	0.9	2.4	36.3	1.4	3.7	37.9	"2019-20"
"288"	"Kenrich Williams"	"NOP"	25	0.6	1.1	54.1	0.1	0.1	40	0	0.1	50	0	0	0	0.6	1.7	36.1	0.1	1	11.4	"2019-20"
"289"	"Kent Bazemore"	"SAC"	30	1.2	2.6	45.6	0.2	0.5	32.3	0.1	0.4	25.9	0.2	0.5	31.3	0.8	2.1	35.6	0.5	1.4	35.9	"2019-20"
"290"	"Kentavious Caldwell-Pope"	"LAL"	27	1.4	2.2	64.7	0.1	0.2	40	0.2	0.6	36.8	0.4	0.8	46	0.8	1.9	40.8	0.7	1.7	38.2	"2019-20"
"291"	"Kevin Hervey"	"OKC"	23	0.3	0.3	100	0	0	0	0	0.3	0	0	0	0	0	0.7	0	0	1.2	0	"2019-20"
"292"	"Kevin Huerter"	"ATL"	21	1.1	1.9	55	0.3	0.9	36.7	0.5	1.2	43.1	0.3	0.7	44.7	0.7	1.8	39.2	1.6	4.3	37	"2019-20"
"293"	"Kevin Knox II"	"NYK"	20	0.7	1.5	48.5	0.1	0.4	31	0.2	0.4	40.7	0.1	0.5	19.4	0.5	1.5	32.7	0.6	1.8	32.5	"2019-20"
"294"	"Kevin Love"	"CLE"	31	1.4	2.4	57.4	0.3	0.8	43.2	0.7	1.1	59.4	0.6	1.2	46.3	1	2.1	50	1.7	5	33.7	"2019-20"
"295"	"Kevin Porter Jr."	"CLE"	19	2	3	64.5	0.2	0.5	39.1	0.2	0.6	29	0.3	0.9	31.1	0.4	1.2	35.5	0.7	2.1	32.1	"2019-20"
"296"	"Kevon Looney"	"GSW"	24	1.2	2.2	54.5	0.1	0.3	16.7	0.1	0.1	50	0.1	0.6	16.7	0.1	0.4	14.3	0	0.4	0	"2019-20"
"297"	"Khem Birch"	"ORL"	27	1.1	1.6	65.1	0.3	1.1	29.5	0.1	0.1	40	0	0.1	0	0	0	0	0	0	0	"2019-20"
"298"	"Khris Middleton"	"MIL"	28	1.5	2.5	59.1	0.8	1.5	54.2	1.3	2.4	53	1.5	2.7	53.7	0.9	1.9	47.2	1.8	4.4	40.7	"2019-20"
"299"	"Khyri Thomas"	"DET"	23	0	0.1	0	0	0	0	0	0.2	0	0	0	0	0.3	1	28.6	0.4	1.1	37.5	"2019-20"
"300"	"Kostas Antetokounmpo"	"LAL"	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"2019-20"
"301"	"Kris Dunn"	"CHI"	26	2	3.2	63.3	0.3	0.8	38.1	0.1	0.4	27.8	0	0.1	0	0.3	1.1	28.3	0.3	1.3	25	"2019-20"
"302"	"Kristaps Porzingis"	"DAL"	24	2.3	3.5	65.2	0.4	1.4	28.2	0.8	2.3	36.8	0.5	1.2	38.7	0.5	1.2	39.3	1.9	5.7	34.1	"2019-20"
"303"	"Ky Bowman"	"GSW"	22	1.1	1.9	58.6	0.2	0.7	29	0.4	0.8	47.4	0.5	1.1	40	0.4	1	40.9	0.4	1.5	26.9	"2019-20"
"304"	"Kyle Anderson"	"MEM"	26	1.1	1.7	63	0.5	0.9	52.8	0.3	0.6	47.1	0.2	0.4	45.5	0.3	0.9	32.7	0.1	0.3	20	"2019-20"
"305"	"Kyle Guy"	"SAC"	22	0	0	0	0	0	0	0	0	0	0	0	0	0.5	1	50	0	0	0	"2019-20"
"306"	"Kyle Korver"	"MIL"	39	0.1	0.2	36.4	0	0.1	25	0.1	0.1	57.1	0.2	0.4	50	0.7	1.5	48.1	1.1	2.7	38.7	"2019-20"
"307"	"Kyle Kuzma"	"LAL"	24	2	2.9	69.4	0.6	1.7	37.6	0.3	0.8	41.9	0.3	0.8	35.7	0.7	1.6	44.7	0.7	2.9	23.9	"2019-20"
"308"	"Kyle Lowry"	"TOR"	33	2.1	3.6	57.2	0.3	0.7	43.2	0.2	0.5	44.4	0.3	0.7	37.1	0.7	2.1	33.6	2.3	6.3	36.8	"2019-20"
"309"	"Kyle O'Quinn"	"PHI"	29	0.7	1.2	61.3	0	0	100	0.1	0.3	33.3	0.2	0.3	57.1	0.1	0.4	30	0.2	0.6	37.5	"2019-20"
"310"	"Kyrie Irving"	"BKN"	27	3.3	5.2	63.5	1	2.3	41.3	1.8	3.5	51.4	0.9	2.3	37.8	1.6	3.3	47	1.5	4.1	35.4	"2019-20"
"311"	"LaMarcus Aldridge"	"SAS"	34	2.5	3.7	67.5	0.6	1.3	47.1	1.3	2.8	45	1.5	3.4	43.6	0.9	1.9	46.6	0.6	1.8	35.4	"2019-20"
"312"	"Landry Shamet"	"LAC"	23	0.6	1	63	0	0.2	18.2	0.2	0.3	57.1	0	0.1	0	1	2.4	40.2	1.3	3.4	38.3	"2019-20"
"313"	"Langston Galloway"	"DET"	28	0.8	1.3	63.1	0.2	0.7	32.7	0.2	0.6	43.2	0.2	0.5	48.5	1.2	2.6	48.2	0.8	2.5	32.5	"2019-20"
"314"	"Larry Nance Jr."	"CLE"	27	2.4	3.4	72.9	0.2	0.5	40	0.1	0.4	33.3	0.3	0.5	55.6	0.5	1.2	43.9	0.5	1.7	30.1	"2019-20"
"315"	"Lauri Markkanen"	"CHI"	22	2.3	3.9	59.6	0.4	1.2	36.2	0.1	0.3	26.7	0	0.1	33.3	0.6	1.9	34.4	1.5	4.5	34.1	"2019-20"
"316"	"LeBron James"	"LAL"	35	5.9	8.7	68.4	0.5	1.2	36.5	0.4	1.2	29.6	0.5	1.3	37.5	0.6	1.8	35.2	1.8	5.2	35.5	"2019-20"
"317"	"Lonnie Walker IV"	"SAS"	21	1.1	2	53.3	0.2	0.7	32.4	0.1	0.3	21.4	0.3	0.7	37.1	0.3	0.8	38.5	0.3	0.7	47.2	"2019-20"
"318"	"Lonzo Ball"	"NOP"	22	1.6	2.7	59.9	0.1	0.6	15.6	0.1	0.4	27.3	0.3	0.8	36.2	0.9	2.5	35.5	1.6	4.1	39.2	"2019-20"
"319"	"Lou Williams"	"LAC"	33	2	3.8	52.4	0.8	1.8	42.1	0.6	1.7	35.3	0.8	2.1	38.4	0.8	2.1	39.2	1.1	3.1	37	"2019-20"
"320"	"Louis King"	"DET"	20	0.3	0.5	60	0.1	0.2	50	0	0.2	0	0	0.1	0	0.3	0.5	60	0.1	0.6	16.7	"2019-20"
"321"	"Luguentz Dort"	"OKC"	20	1.3	2.4	55.7	0.1	0.4	36.4	0	0.1	0	0	0	0	0.4	1.5	25	0.4	1	37.9	"2019-20"
"322"	"Luka Doncic"	"DAL"	21	4.6	6.7	69.3	1.4	3.3	41.2	0.4	1.1	42.1	0.1	0.4	31.8	0.4	1.1	36.1	2.4	7.4	31.8	"2019-20"
"323"	"Luka Samanic"	"SAS"	20	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	"2019-20"
"324"	"Luke Kennard"	"DET"	23	1.3	2	65.5	0.4	1	41.4	0.3	1	31	0.8	1.5	50	0.9	2.3	37.5	1.8	4.3	40.8	"2019-20"
"325"	"Luke Kornet"	"CHI"	24	1.3	1.7	72.6	0.1	0.3	36.4	0.1	0.1	50	0	0	0	0.3	1	25	0.6	2	30.6	"2019-20"
"326"	"Malcolm Brogdon"	"IND"	27	2.5	4.9	50.6	0.2	0.7	33.3	0.4	1	42.9	1.4	2.6	53.2	0.4	1	40.8	1	3.3	32.1	"2019-20"
"327"	"Malcolm Miller"	"TOR"	27	0.1	0.2	50	0	0.1	0	0	0	0	0	0	0	0.2	0.4	62.5	0	0.5	9.1	"2019-20"
"328"	"Malik Beasley"	"MIN"	23	1.3	2.4	56.2	0.2	0.7	22.5	0.3	0.7	46.3	0.3	0.7	41	0.9	2.1	41.4	1.1	3	37.2	"2019-20"
"329"	"Malik Monk"	"CHA"	22	2	3.1	64	0.5	1.2	38.2	0.2	0.5	46.2	0.1	0.3	31.3	0.3	1.2	26.6	0.7	2.4	30.8	"2019-20"
"330"	"Malik Newman"	"CLE"	23	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	"2019-20"
"331"	"Marc Gasol"	"TOR"	35	0.7	1.3	53.2	0.4	0.7	61.5	0.1	0.6	23.8	0.1	0.4	15.4	0.3	0.9	32.3	1.1	2.7	41.8	"2019-20"
"332"	"Marco Belinelli"	"SAS"	33	0.3	0.5	50	0	0.1	33.3	0.1	0.2	33.3	0.3	0.7	40	0.7	1.6	40	0.7	1.9	36.6	"2019-20"
"333"	"Marcus Morris Sr."	"LAC"	30	0.7	1.6	47.1	0.5	1.4	36	0.8	1.7	47.9	1.2	2.5	49.3	1.1	2.8	40.6	1.5	3.5	41.7	"2019-20"
"334"	"Marcus Smart"	"BOS"	26	0.9	2	46.2	0.5	1.2	37.9	0.5	1.1	49.1	0.2	0.5	30.8	0.7	2.2	34.2	1.7	4.8	35.8	"2019-20"
"335"	"Marial Shayok"	"PHI"	24	0	0.5	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0.5	0.5	100	"2019-20"
"336"	"Mario Hezonja"	"POR"	25	0.9	1.8	51.2	0.2	0.3	50	0.1	0.2	36.4	0.1	0.2	40	0.1	0.5	24	0.3	0.8	41	"2019-20"
"337"	"Markelle Fultz"	"ORL"	21	2.9	4.8	60.5	0.4	1	40.3	0.6	1.5	41.7	0.6	1.2	50	0.2	0.9	20.3	0.3	1	28.1	"2019-20"
"338"	"Markieff Morris"	"LAL"	30	1.3	2.2	60	0.3	0.7	44.1	0.3	0.8	31.7	0.2	0.5	47.8	0.6	1.7	36.8	0.9	2.3	40	"2019-20"
"339"	"Marko Guduric"	"MEM"	25	0.6	1	60.5	0.1	0.3	33.3	0	0.1	20	0.1	0.2	55.6	0.4	1	36.8	0.3	1.1	23.4	"2019-20"
"340"	"Marques Bolden"	"CLE"	21	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	0	0	0	"2019-20"
"341"	"Marquese Chriss"	"GSW"	22	2.9	4.6	63.5	0.3	0.8	40.4	0.1	0.2	30	0.1	0.2	35.7	0.1	0.2	33.3	0.1	0.5	20	"2019-20"
"342"	"Marvin Bagley III"	"SAC"	21	4.2	6.8	61.8	0.7	2.5	28.1	0.2	0.6	25	0.5	0.9	58.3	0.1	0.6	12.5	0.3	1.4	22.2	"2019-20"
"343"	"Marvin Williams"	"MIL"	33	0.7	0.9	78.7	0.3	0.7	40.5	0.1	0.3	33.3	0	0	0	0.5	1.4	38	0.5	1.4	35.1	"2019-20"
"344"	"Mason Plumlee"	"DEN"	30	2.8	3.8	71.6	0.1	0.4	18.2	0	0.2	11.1	0	0.1	28.6	0	0.1	0	0	0	0	"2019-20"
"345"	"Matisse Thybulle"	"PHI"	23	0.7	1.2	58.6	0.1	0.2	33.3	0	0.1	28.6	0	0.1	0	0.5	1.1	40	0.4	1.4	31.2	"2019-20"
"346"	"Matt Mooney"	"CLE"	23	0	0	0	0	0	0	0.3	0.3	100	0	0.3	0	0	0.7	0	0	0	0	"2019-20"
"347"	"Matt Thomas"	"TOR"	25	0.1	0.3	44.4	0.1	0.1	66.7	0.1	0.2	42.9	0.3	0.5	57.1	0.6	0.9	63.3	0.6	1.5	37.5	"2019-20"
"348"	"Matthew Dellavedova"	"CLE"	29	0.3	0.6	47.1	0.2	0.5	43.3	0.2	0.3	61.1	0	0	100	0.1	0.5	22.2	0.3	1.1	23.8	"2019-20"
"349"	"Maurice Harkless"	"NYK"	26	1.7	2.7	61.7	0	0.1	14.3	0	0.1	50	0	0	50	0.4	1.1	34.3	0.2	0.6	34.3	"2019-20"
"350"	"Max Strus"	"CHI"	23	1	1	100	0	0	0	0	0	0	NA	NA	NA	0	0	0	0	0.5	0	"2019-20"
"351"	"Maxi Kleber"	"DAL"	28	1.4	2.2	64.2	0.1	0.2	40	0.1	0.2	33.3	0	0	33.3	0.8	2.2	36.8	0.8	2.2	38.2	"2019-20"
"352"	"Melvin Frazier Jr."	"ORL"	23	0.1	0.5	20	0	0	0	0	0.2	0	0.1	0.3	33.3	0.2	0.3	50	0.1	0.2	66.7	"2019-20"
"353"	"Meyers Leonard"	"MIA"	28	1.1	1.4	79.7	0.1	0.4	33.3	0	0.2	16.7	0	0.1	40	0.3	0.7	45.7	0.7	1.7	41.7	"2019-20"
"354"	"Mfiondu Kabengele"	"LAC"	22	0.5	0.7	62.5	0	0.2	0	0	0.1	0	0	0.1	0	0.5	0.6	83.3	0.3	1.2	28.6	"2019-20"
"355"	"Michael Carter-Williams"	"ORL"	28	1.5	2.7	54.8	0.4	0.9	41.7	0.2	0.4	43.8	0	0.1	0	0.2	0.9	22.2	0.3	0.8	36.4	"2019-20"
"356"	"Michael Frazier"	"HOU"	26	0.3	0.4	66.7	0	0	0	0	0	0	0	0	0	0.3	0.7	50	0	0.5	0	"2019-20"
"357"	"Michael Kidd-Gilchrist"	"DAL"	26	0.4	0.8	52.9	0.2	0.7	28.6	0	0.1	33.3	0	0.1	0	0.2	0.7	28.6	0.1	0.6	9.1	"2019-20"
"358"	"Michael Porter Jr."	"DEN"	21	1.5	2.5	61.3	0.1	0.4	41.2	0	0.2	20	0.2	0.5	44	0.6	1.2	48.2	0.4	1.2	37.5	"2019-20"
"359"	"Mikal Bridges"	"PHX"	23	2	2.8	70.9	0.2	0.4	37.9	0.1	0.4	39.1	0.1	0.2	40	0.5	1.4	37.6	0.4	1.1	34.3	"2019-20"
"360"	"Mike Conley"	"UTA"	32	1.2	2.3	54.8	0.6	1.8	34.7	0.5	1.5	34.9	0.3	0.7	36.7	1.1	2.5	43.3	1	2.8	35.1	"2019-20"
"361"	"Mike Muscala"	"OKC"	28	0.4	0.7	61.5	0	0	0	0	0.2	0	0.1	0.1	80	0.3	0.8	38.7	0.8	2.3	36	"2019-20"
"362"	"Mike Scott"	"PHI"	31	0.6	1.1	52.9	0.1	0.2	60	0.1	0.3	37.5	0	0.2	27.3	0.4	1.1	33.3	0.8	2.1	38.6	"2019-20"
"363"	"Miles Bridges"	"CHA"	21	2.6	4.7	55.5	0.5	1.4	32.3	0.2	0.6	30.6	0.1	0.1	55.6	0.8	2.2	34.9	0.8	2.4	32.9	"2019-20"
"364"	"Mitchell Robinson"	"NYK"	21	4.1	5.5	74.4	0	0.1	75	0	0	0	0	0	0	0	0	0	0	0	0	"2019-20"
"365"	"Miye Oni"	"UTA"	22	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0.5	0	0	0	0	"2019-20"
"366"	"Mo Bamba"	"ORL"	21	1.4	2.2	61.7	0.1	0.3	21.1	0.1	0.1	60	0.1	0.2	23.1	0.2	0.6	29.7	0.5	1.3	38.7	"2019-20"
"367"	"Monte Morris"	"DEN"	24	1.2	1.9	62.3	0.4	1	35.9	0.4	1.1	34.8	0.6	1.1	51.4	0.7	1.6	42.3	0.3	0.8	35.2	"2019-20"
"368"	"Montrezl Harrell"	"LAC"	26	6.5	10	65.6	0.7	1.9	40.2	0.2	0.5	32.3	0	0.2	13.3	0	0.1	25	0	0.2	0	"2019-20"
"369"	"Moritz Wagner"	"WAS"	22	2.7	3.8	71.4	0.2	0.5	41.2	0	0.1	50	0	0.1	0	0.2	0.5	42.1	0.4	1.3	31.3	"2019-20"
"370"	"Moses Brown"	"POR"	20	0.4	1.3	33.3	0.2	0.2	100	0	0	0	0	0	0	0	0	0	0	0	0	"2019-20"
"371"	"Mychal Mulder"	"GSW"	25	0.9	1.3	66.7	0.3	0.4	66.7	0	0.1	0	0.1	0.1	100	1.4	2.7	52.6	1	4.9	20.6	"2019-20"
"372"	"Myles Turner"	"IND"	23	1.7	2.6	65.5	0.4	0.8	47.7	0.5	0.9	58.3	0.2	0.7	30.6	0.5	1.4	32.1	1	3.1	32.7	"2019-20"
"373"	"Nassir Little"	"POR"	20	1	1.7	59	0.1	0.1	66.7	0	0.1	20	0	0	0	0.1	0.8	13.9	0.2	0.5	37.5	"2019-20"
"374"	"Naz Mitrou-Long"	"IND"	26	0.3	0.3	100	0	0.3	0	1	1	100	0	0	0	0.3	1.3	25	0.3	2	16.7	"2019-20"
"375"	"Naz Reid"	"MIN"	20	2	3.7	54.2	0.3	1.3	27.3	0	0.2	16.7	0	0	0	0.4	1.2	33.3	0.7	2.1	32.8	"2019-20"
"376"	"Nemanja Bjelica"	"SAC"	31	1.8	3.2	56.1	0.5	1.1	50	0.1	0.3	35.3	0.1	0.2	33.3	0.7	1.2	55.1	1.3	3.4	37.2	"2019-20"
"377"	"Nerlens Noel"	"OKC"	25	2.6	3.1	82.9	0.3	0.6	57.6	0.1	0.5	20	0.1	0.4	33.3	0	0.1	50	0	0	0	"2019-20"
"378"	"Nickeil Alexander-Walker"	"NOP"	21	0.6	1.6	37.3	0.2	0.6	29.2	0.1	0.2	33.3	0	0.2	11.1	0.3	0.9	38.2	0.7	2	36.4	"2019-20"
"379"	"Nicolas Batum"	"CHA"	31	0.5	0.8	61.1	0	0	100	0	0.1	33.3	0	0.4	12.5	0.3	1.1	24	0.4	1.2	30.8	"2019-20"
"380"	"Nicolas Claxton"	"BKN"	20	1.5	2.1	74.2	0.1	0.6	25	0.1	0.1	100	0	0.1	0	0.1	0.3	20	0	0.1	0	"2019-20"
"381"	"Nicolo Melli"	"NOP"	29	0.7	1	65.4	0.2	0.3	56.3	0.1	0.3	46.7	0.1	0.2	60	0.5	1.3	35.3	0.8	2.1	36.9	"2019-20"
"382"	"Nigel Williams-Goss"	"UTA"	25	0	0.1	0	0.1	0.3	50	0	0.2	0	0	0	0	0	0.5	0	0	0	0	"2019-20"
"383"	"Nikola Jokic"	"DEN"	25	3.6	5.2	68.2	1.5	2.5	60.9	0.9	1.8	49.1	0.8	1.6	45.8	0.5	1.3	37.9	0.7	2.4	28	"2019-20"
"384"	"Nikola Vucevic"	"ORL"	29	3.5	5.6	62.5	1.5	3.2	47.4	0.6	1.7	38	0.6	1.3	46.4	0.5	1.2	40.3	1.1	3.8	30	"2019-20"
"385"	"Noah Vonleh"	"DEN"	24	1.3	1.9	67.2	0.3	0.5	53.3	0	0	0	0	0	0	0.1	0.1	50	0	0.4	9.1	"2019-20"
"386"	"Norman Powell"	"TOR"	26	3.2	4.8	65.6	0.2	0.7	33.3	0.1	0.3	33.3	0.2	0.4	43.8	1.1	2.5	44.3	1.2	3	38.9	"2019-20"
"387"	"Norvel Pelle"	"PHI"	27	0.9	1.6	58.1	0	0.2	0	0	0.1	0	0	0	0	0	0	0	0	0	0	"2019-20"
"388"	"OG Anunoby"	"TOR"	22	2.8	4.4	63.2	0	0.3	18.8	0	0.1	12.5	0	0.1	75	0.9	2.2	38.8	0.4	1.3	35.4	"2019-20"
"389"	"Omari Spellman"	"MIN"	22	1.1	2.1	52.4	0.1	0.4	27.8	0.1	0.3	46.7	0.3	0.8	36.1	0.4	0.9	42.9	0.6	1.6	37.7	"2019-20"
"390"	"Oshae Brissett"	"TOR"	21	0.5	0.9	55.6	0	0.1	0	0	0.1	0	0	0	0	0.1	0.5	22.2	0.1	0.4	16.7	"2019-20"
"391"	"Otto Porter Jr."	"CHI"	26	1.1	2.2	48.4	0.9	1.4	68.4	0.3	0.8	36.4	0.1	0.8	18.2	1	2.4	42.4	1	2.4	41.2	"2019-20"
"392"	"P.J. Tucker"	"HOU"	34	0.7	1.1	63.4	0.1	0.3	42.9	0.1	0.2	50	0	0	0	1.3	3.4	39.2	0.3	0.8	32	"2019-20"
"393"	"P.J. Washington"	"CHA"	21	2.4	4.3	56.4	0.6	1.5	39.8	0	0.2	15.4	0	0.1	50	0.7	1.5	44.3	0.8	2.5	33.6	"2019-20"
"394"	"PJ Dozier"	"DEN"	23	0.8	1.5	53.6	0.2	0.6	27.3	0.2	0.7	33.3	0.3	0.5	66.7	0.1	0.6	15.4	0.3	0.8	40	"2019-20"
"395"	"Pascal Siakam"	"TOR"	25	4.6	7.5	62.3	0.9	2.4	36.7	0.4	1.3	31.3	0.5	1.2	39.7	0.9	2.7	34.8	1.3	3.8	34.8	"2019-20"
"396"	"Pat Connaughton"	"MIL"	27	1.2	1.8	68.5	0	0.1	14.3	0	0.1	0	0	0.1	0	0.1	0.4	28	0.6	1.8	32.7	"2019-20"
"397"	"Patrick Beverley"	"LAC"	31	0.9	1.5	58.3	0.4	0.8	45.9	0.1	0.3	28.6	0	0.1	33.3	0.8	1.9	40	0.8	2.3	36.1	"2019-20"
"398"	"Patrick McCaw"	"TOR"	24	0.9	1.8	54	0.1	0.3	18.2	0.1	0.3	40	0	0	0	0.5	1.3	40.8	0.2	0.8	25.9	"2019-20"
"399"	"Patrick Patterson"	"LAC"	31	0.3	0.5	60	0	0.2	14.3	0.1	0.1	50	0	0.1	0	0.7	1.6	40	0.5	1.3	37.9	"2019-20"
"400"	"Patty Mills"	"SAS"	31	0.9	1.4	65.1	0	0.1	42.9	0.1	0.3	42.1	0.4	0.8	43.4	1	2.6	40.5	1.4	3.9	37.1	"2019-20"
"401"	"Paul George"	"LAC"	29	1.8	2.9	60.7	0.5	1.3	38.9	0.5	1.4	38.3	0.9	2	41.9	1.3	2.7	49.1	1.9	5.5	34.8	"2019-20"
"402"	"Paul Millsap"	"DEN"	35	2.3	3.8	59.6	0.4	1.4	31.1	0.4	0.8	50	0.1	0.3	20	0.5	1.2	43.4	0.6	1.3	47.4	"2019-20"
"403"	"Paul Watson"	"TOR"	25	0	0.2	0	0	0.4	0	0	0	0	0	0	0	0	0.6	0	0	0.5	0	"2019-20"
"404"	"Quinn Cook"	"LAL"	26	0.6	1.1	57.5	0.2	0.5	35.3	0.2	0.4	53.8	0.4	0.9	41.9	0.4	0.9	43.3	0.4	1.1	34.1	"2019-20"
"405"	"Quinndary Weatherspoon"	"SAS"	23	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0.5	0	"2019-20"
"406"	"RJ Barrett"	"NYK"	19	3.2	6.3	50.9	0.4	1.4	28.4	0.2	0.6	27.8	0.3	1	31.5	0.6	1.7	33	0.6	1.9	29.6	"2019-20"
"407"	"Rajon Rondo"	"LAL"	34	1.5	2.8	53.7	0.1	0.5	27.3	0.1	0.3	43.8	0.2	0.5	33.3	0.3	0.9	31	0.6	1.8	35.2	"2019-20"
"408"	"Raul Neto"	"PHI"	27	0.8	1.4	55.4	0.1	0.3	40	0.1	0.3	23.1	0.1	0.2	55.6	0.2	0.5	37.5	0.4	1	42.6	"2019-20"
"409"	"Rayjon Tucker"	"UTA"	22	0.4	0.5	83.3	0.1	0.4	40	0.1	0.1	50	0	0	0	0	0.2	0	0	0.2	0	"2019-20"
"410"	"Reggie Bullock"	"NYK"	29	0.9	1.3	64.1	0.1	0.4	23.1	0.1	0.4	25	0.5	1.3	38.9	0.9	2.2	39.1	0.7	2	33.9	"2019-20"
"411"	"Reggie Jackson"	"LAC"	29	1.4	2.7	52.4	0.8	1.8	42.9	0.3	1.1	26.9	0.2	0.5	36.4	0.4	1.3	34.5	1.4	3.6	40.2	"2019-20"
"412"	"Richaun Holmes"	"SAC"	26	4.1	5.5	73.8	0.6	1.5	40.7	0.6	0.9	61.1	0.2	0.3	54.5	0	0	0	0	0	0	"2019-20"
